-0.96186	0.354312	
-0.840674	0.161028	
-0.842208	-0.00771189	
-0.753236	-0.119694	
-0.658128	-0.14884	
-0.69341	0.00302601	
-0.744032	0.153358	
-0.788518	0.308292	
-0.69341	0.420274	
-0.656594	0.199378	
-0.656594	-0.00771189	
-0.628982	-0.176452	
-0.553816	-0.161112	
-0.553816	0.0137641	
-0.589098	0.214718	
-0.612108	0.375788	
-0.656594	0.4801	
-0.544612	0.481634	
-0.464844	0.292952	
-0.446436	0.122678	
-0.449504	-0.04913	
-0.449504	-0.138102	
-0.428028	0.075124	
-0.458708	0.254602	
-0.50933	0.420274	
-0.553816	0.506178	
-0.728692	0.477032	
-0.621312	0.245398	
-0.596768	0.0705221	
-0.596768	-0.066004	
-0.596768	-0.197928	
-0.671934	-0.174918	
-0.73943	0.0122299	
-0.73943	0.243864	
-0.760906	0.420274	
-0.852946	0.286816	
-0.83914	0.122678	
-0.829936	-0.0537319	
-0.80846	-0.204064	
