39.8714	36.3379
99.3394	40.8949
138.28	41.0437
198.177	44.1615
252.307	46.5783
273.977	62.4271
237.137	68.4652
202.051	75.5299
155.29	74.7389
133.018	77.2262
78.0625	73.6598
31.5259	107.677
68.5174	101.522
101.971	104.251
127.027	101.926
156.374	103.541
180.035	105.688
204.934	109.785
241.56	112.93
267.993	119.857
281.273	143.537
248.186	144.226
215.162	145.954
187.74	148.457
157.365	149.626
125.734	148.312
85.8749	156.225
38.8754	150.795
27.2664	170.35
69.0506	170.809
104.902	176.968
126.584	178.507
160.879	182.828
189.142	183.133
242.177	186.797
263.891	183.43
273.133	186.852
236.993	187.08
212.198	196.468
190.827	200.064
147.627	205.076
130.018	206.627
107.723	205.267
73.084	194.397
40.5771	196.282
26.5622	182.712
50.6066	181.926
62.634	178.249
94.9529	180.373
114.362	175.434
139.562	173.847
177.703	174.083
213.024	178.843
243.782	182.059
275.297	185.984
255.537	205.788
216.905	206.124
199.295	208.244
171.302	213.869
150.12	212.268
123.958	214.56
98.3917	213.142
71.5769	218.628
42.6215	212.905
25.2241	216.672
64.52	59.7592
58.5417	92.2207
60.1732	117.578
59.0492	142.999
57.5342	166.439
68.7286	176.983
79.6201	174.198
77.1425	155.303
78.9531	134.555
78.7603	117.457
83.1863	82.4383
105.987	86.3393
108.459	101.665
110.809	128.096
112.334	169.304
134.885	68.5712
170.961	120.384
163.074	147.947
162.543	182.554
178.35	161.807
180.827	96.6258
197.369	62.6491
201.05	112.024
201.911	152.652
212.531	156.366
208.774	128.636
208.874	92.863
203.84	67.7605
231.599	89.0212
239.772	128.38
242.868	162.87
240.929	205.027
162.851	117.92
139.52	79.1652
113.709	89.4274
98.5343	85.0413
145.029	96.022
181.024	61.4965
146.457	89.6098
103.727	122.805
43.52	34.3067
71.4853	37.0579
150.725	43.8162
222.423	39.1396
270.849	52.4788
226.892	85.1842
189.837	116.893
134.252	136.108
108.094	104.49
148.626	91.9804
121.139	85.6277
166.351	69.4858
96.6287	113.555
193.547	83.9277
146.022	120.502
124.059	23.1863
249.614	22.4394
297.786	43.627
292.833	150.577
23.2639	157.083
32.7444	123.1
38.9167	82.25
34.1275	50.2941
35.4111	30.3667
99.5131	56.7393
161.204	57.0715
207.117	52.7766
220.348	62.2345
174.892	76.4121
146.831	91.1067
111.467	104.372
111.343	108
199.877	110.122
246.554	114.762
210.568	139.324
159.998	146.314
109.065	152.609
93.2679	110.281
92.3207	62.8606
105.817	116.885
122.436	149.338
127.08	118.218
122.291	69.3996
131.787	60.5463
137.258	79.9711
