-0.94652	0.44175
-0.87749	0.294486
-0.837606	0.194776
-0.77778	0.0459781
-0.742498	-0.073674
-0.681138	-0.116626
-0.684206	-0.0307219
-0.68574	0.055182
-0.72409	0.187106
-0.751702	0.259204
-0.851412	0.41874
-0.83914	0.613558
-0.79312	0.489304
-0.733294	0.391128
-0.710284	0.312894
-0.668866	0.222388
-0.63972	0.153358
-0.607506	0.082794
-0.582962	-0.016916
-0.55535	-0.0767419
-0.490922	-0.098218
-0.492456	-0.016916
-0.495524	0.078192
-0.498592	0.161028
-0.507796	0.260738
-0.535408	0.368118
-0.535408	0.512314
-0.628982	0.661112
-0.589098	0.724006
-0.520068	0.589014
-0.454106	0.470896
-0.434164	0.398798
-0.397348	0.282214
-0.37894	0.185572
-0.346726	0.0152981
-0.352862	-0.046062
-0.34059	-0.0767419
-0.34059	0.024502
-0.312978	0.101202
-0.305308	0.171766
-0.29457	0.3267
-0.29457	0.392662
-0.305308	0.473964
-0.380474	0.592082
-0.412688	0.713268
-0.50166	0.719404
-0.475582	0.645772
-0.47098	0.601286
-0.431096	0.492372
-0.437232	0.41874
-0.40962	0.325166
-0.383542	0.193242
-0.35593	0.079726
-0.343658	-0.01845
-0.331386	-0.108956
-0.266958	-0.0337899
-0.266958	0.0843279
-0.262356	0.141086
-0.245482	0.237728
-0.260822	0.317496
-0.260822	0.41874
-0.27923	0.512314
-0.27923	0.61816
-0.320648	0.708666
-0.334454	0.76389
-0.937316	0.423342
-0.860616	0.489304
-0.774712	0.524586
-0.676536	0.570606
-0.582962	0.607422
-0.510864	0.581344
-0.484786	0.54146
-0.566088	0.530722
-0.648924	0.49544
-0.713352	0.470896
-0.828402	0.401866
-0.791586	0.33437
-0.745566	0.351244
-0.659662	0.381924
-0.49399	0.42641
-0.802324	0.230058
-0.612108	0.1733
-0.515466	0.225456
-0.383542	0.254602
-0.452572	0.18864
-0.673468	0.12728
-0.759372	0.0459781
-0.615176	0.075124
-0.475582	0.102736
-0.441834	0.0705221
-0.538476	0.0720561
-0.656594	0.049046
-0.742498	0.0429101
-0.642788	-0.042994
-0.510864	-0.044528
-0.395814	-0.0368581
-0.266958	-0.00771189
-0.550748	0.217786
-0.667332	0.233126
-0.661196	0.314428
-0.671934	0.351244
-0.604438	0.225456
-0.671934	0.099668
-0.607506	0.216252
-0.556884	0.38806
-0.87749	0.4034
-0.81613	0.343574
-0.73176	0.15029
-0.69341	-0.0322559
-0.635118	-0.127364
-0.584496	-0.00771189
-0.517	0.115008
-0.49399	0.320564
-0.60904	0.335904
-0.605972	0.213184
-0.633584	0.28068
-0.644322	0.139552
-0.582962	0.409536
-0.605972	0.099668
-0.526204	0.268408
-0.91584	0.154892
-0.817664	-0.135034
-0.742498	-0.222472
-0.397348	-0.200996
-0.513932	0.69486
-0.633584	0.624296
-0.763974	0.54913
-0.860616	0.496974
-0.928112	0.470896
-0.665798	0.271476
-0.61671	0.101202
-0.595234	-0.019984
-0.561486	-0.0399261
-0.559952	0.0904641
-0.544612	0.18864
-0.533874	0.317496
-0.512398	0.305224
-0.452572	0.049046
-0.415756	-0.0767419
-0.362066	0.0383081
-0.357464	0.197844
-0.357464	0.36505
-0.497058	0.363516
-0.642788	0.312894
-0.481718	0.332836
-0.3636	0.31136
-0.452572	0.27301
-0.602904	0.240796
-0.625914	0.200912
-0.575292	0.205514
