39.8714	36.3379
138.28	41.0437
252.307	46.5783
237.137	68.4652
155.29	74.7389
78.0625	73.6598
68.5174	101.522
127.027	101.926
180.035	105.688
241.56	112.93
281.273	143.537
215.162	145.954
157.365	149.626
85.8749	156.225
27.2664	170.35
104.902	176.968
160.879	182.828
242.177	186.797
273.133	186.852
212.198	196.468
147.627	205.076
107.723	205.267
40.5771	196.282
50.6066	181.926
94.9529	180.373
139.562	173.847
213.024	178.843
275.297	185.984
216.905	206.124
171.302	213.869
123.958	214.56
71.5769	218.628
25.2241	216.672
58.5417	92.2207
59.0492	142.999
68.7286	176.983
77.1425	155.303
78.7603	117.457
105.987	86.3393
110.809	128.096
134.885	68.5712
163.074	147.947
178.35	161.807
197.369	62.6491
201.911	152.652
208.774	128.636
203.84	67.7605
239.772	128.38
240.929	205.027
139.52	79.1652
98.5343	85.0413
181.024	61.4965
103.727	122.805
71.4853	37.0579
222.423	39.1396
226.892	85.1842
134.252	136.108
148.626	91.9804
166.351	69.4858
193.547	83.9277
124.059	23.1863
297.786	43.627
23.2639	157.083
38.9167	82.25
35.4111	30.3667
161.204	57.0715
220.348	62.2345
146.831	91.1067
111.343	108
246.554	114.762
159.998	146.314
93.2679	110.281
105.817	116.885
127.08	118.218
131.787	60.5463
